Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
Winner,Alhaj Ghulam Ahmad Bilour,ANP,25930,68,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
2,Qamar Abbas,PPP,11275,29,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
3,Aurangzeb Mohmand,IND,223,1,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
4,Ghulam M. Bazaz,IND,193,1,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
5,Rehmat Gul Afridi,IND,150,0,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
6,M. Khurshid Anwar,IND,67,0,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
7,Qamar Ali Shah,IND,54,0,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
8,M. Jehanzeb Khan,AQP,49,0,260968,37941,385,15%,NA-1 Peshawar-I,National,1997
Winner,Arbab M. Jehangir Khan,ANP,24094,53,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
2,Haji Ghulam Ali,JUI,12415,27,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
3,Ibadatullah Khan,PTI,4348,10,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
4,M. Fayyaz Khan Khalil,PPP-SB,1859,4,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
5,Taj M. Amar,NPP-WG,645,1,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
6,Arbab Mushtaq Ahmad,HPG,631,1,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
7,Imtiaz Illahi Paracha,IND,570,1,180496,44562,1121,25%,NA-2 Peshawar-II,National,1997
Winner,Arbab Saadullah Khan,ANP,48451,65,235412,71733,2595,32%,NA-3 Peshawar-III,National,1997
2,Sardar Ali Khan,PPP,20291,27,235412,71733,2595,32%,NA-3 Peshawar-III,National,1997
3,Salim Akbar Afridi,PPP-SB,2149,3,235412,71733,2595,32%,NA-3 Peshawar-III,National,1997
4,M. Naeem Qasmi,IND,842,1,235412,71733,2595,32%,NA-3 Peshawar-III,National,1997
Winner,Wali M. Khan,ANP,43511,61,221331,69326,2548,32%,NA-4 Nowshera,National,1997
2,Naseerullah Babar,PPP,22213,31,221331,69326,2548,32%,NA-4 Nowshera,National,1997
3,Umar Khan Yusufzai,PTI,3022,4,221331,69326,2548,32%,NA-4 Nowshera,National,1997
4,S. Azmat Ali Shah Gilani (R),IND,580,1,221331,69326,2548,32%,NA-4 Nowshera,National,1997
Winner,Asfandyar Wali Khan,ANP,53059,51,344795,101785,3166,30%,NA-5 Charsada,National,1997
2,Molana Gohar Shah,JUI,34733,33,344795,101785,3166,30%,NA-5 Charsada,National,1997
3,Ijaz Khisro Khan,PPP-SB,5508,5,344795,101785,3166,30%,NA-5 Charsada,National,1997
4,Ziarat Gul,IND,3818,4,344795,101785,3166,30%,NA-5 Charsada,National,1997
5,Hikmat Shah,IND,1919,2,344795,101785,3166,30%,NA-5 Charsada,National,1997
6,M. Nazeef,PKMAP,1485,1,344795,101785,3166,30%,NA-5 Charsada,National,1997
7,Eng. Fawad-ul-Haq,TIP,1263,1,344795,101785,3166,30%,NA-5 Charsada,National,1997
Winner,Haji Naseem-ur-Rehman,ANP,36412,60,249256,59939,1159,25%,NA-6 Mardan-I,National,1997
2,Haji M. Yaqoob,PPP,15564,25,249256,59939,1159,25%,NA-6 Mardan-I,National,1997
3,Latif-ur-Rehman,PTI,7264,12,249256,59939,1159,25%,NA-6 Mardan-I,National,1997
4,Fazl-e-Azim Khaksar,HPG,699,1,249256,59939,1159,25%,NA-6 Mardan-I,National,1997
Winner,M. Azam Khan,ANP,29117,39,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
2,M. Idrees Khan,IND,17104,23,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
3,Haji Sarfraz Khan,PPP,15743,21,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
4,M. Zahir,PAP,4935,7,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
5,Sikandar Khan,PTI,3704,5,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
6,Molana Noor-ul-Haq,AQP,1208,2,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
7,Ziarat Khan Tormand,IND,959,1,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
8,Aurangzeb Khan,HPG,542,1,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
9,Col. (R) Haji Syed Nasir Shah,TIP,397,1,263959,73709,1681,29%,NA-7 Mardan-II,National,1997
Winner,Haji Rehmanullah,ANP,39828,36,327086,106100,3277,33%,NA-8 Swabi,National,1997
2,Iftikhar Ahmad Khan,PML-N,36589,33,327086,106100,3277,33%,NA-8 Swabi,National,1997
3,Munfat Khan,PPP,12279,11,327086,106100,3277,33%,NA-8 Swabi,National,1997
4,Asad Qaisar,PTI,4113,4,327086,106100,3277,33%,NA-8 Swabi,National,1997
5,Awal Sher Khan,IND,4009,4,327086,106100,3277,33%,NA-8 Swabi,National,1997
6,Syed Zabihullah,PPP-SB,2399,2,327086,106100,3277,33%,NA-8 Swabi,National,1997
7,Ayub Khan,AQP,2031,2,327086,106100,3277,33%,NA-8 Swabi,National,1997
8,Hakim Khan,PAP,1770,2,327086,106100,3277,33%,NA-8 Swabi,National,1997
9,Shad Nabi,IND,1219,1,327086,106100,3277,33%,NA-8 Swabi,National,1997
10,Yaqoob Khan,PML-J,1039,1,327086,106100,3277,33%,NA-8 Swabi,National,1997
11,Gul Mast Khan (R),IND,683,1,327086,106100,3277,33%,NA-8 Swabi,National,1997
12,Abdul Hafeez Khan,IND,141,0,327086,106100,3277,33%,NA-8 Swabi,National,1997
Winner,Javed Ibrahim Paracha,PML-N,62412,64,361656,95151,2782,27%,NA-9 Kohat-cum-Hangu,National,1997
2,Iftikhar Hussain Gilani,IND,17142,18,361656,95151,2782,27%,NA-9 Kohat-cum-Hangu,National,1997
3,Syed Abid Jawad,PPP-SB,5894,6,361656,95151,2782,27%,NA-9 Kohat-cum-Hangu,National,1997
4,Malik Fida Muhammad,JUI-S,5082,5,361656,95151,2782,27%,NA-9 Kohat-cum-Hangu,National,1997
5,Alhaj M. Hafizullah,IND,4621,5,361656,95151,2782,27%,NA-9 Kohat-cum-Hangu,National,1997
Winner,Sahms-ur-Rehman,ANP,22959,40,178803,55831,1338,32%,NA-10 Karak,National,1997
2,M. Aslam Khan Khattak,IND,15596,27,178803,55831,1338,32%,NA-10 Karak,National,1997
3,Raza Kuli Khan Khattak,PML-N,5945,10,178803,55831,1338,32%,NA-10 Karak,National,1997
4,Malik Zafar Azam,IND,5845,10,178803,55831,1338,32%,NA-10 Karak,National,1997
5,Brig. (R) Bashir Hussain,PTI,2661,5,178803,55831,1338,32%,NA-10 Karak,National,1997
6,Molana Mir Zaqeem Khan,JUI-S,1654,3,178803,55831,1338,32%,NA-10 Karak,National,1997
7,Altaf Qadir,IND,713,1,178803,55831,1338,32%,NA-10 Karak,National,1997
8,M. Riaz,IND,310,1,178803,55831,1338,32%,NA-10 Karak,National,1997
9,Abdul Haleem Khattak,IND,148,0,178803,55831,1338,32%,NA-10 Karak,National,1997
Winner,Sardar Mehtab Ahmad Khan,PML-N,55341,62,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
2,Amanullah Khan Jadoon,IND,21253,24,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
3,Imran Khan,PTI,5227,6,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
4,S. M. Gulzar Abbasi,PPP,2509,3,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
5,Rashida Batool,PPP-SB,1405,2,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
6,Haji Mushtaq Awan,IND,1097,1,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
7,Qari Mahboob-ur-Rehman Qureshi,JUI,431,0,276034,87263,1894,32%,NA-11 Abbottabad-cum-Haripur-I,National,1997
Winner,Mian M. Nawaz Sharif,PML-N,62070,69,273394,87490,2285,33%,NA-12 Abbottabad-cum-Haripur-II,National,1997
2,Sardar Haider Zaman,IND,20315,23,273394,87490,2285,33%,NA-12 Abbottabad-cum-Haripur-II,National,1997
3,Suleman Faris,PTI,3187,4,273394,87490,2285,33%,NA-12 Abbottabad-cum-Haripur-II,National,1997
4,Abdul Latif Abbasi,PPP,1918,2,273394,87490,2285,33%,NA-12 Abbottabad-cum-Haripur-II,National,1997
Winner,Gohar Ayub Khan,PML-N,73150,71,256699,99973,3059,40%,NA-13 Haripur,National,1997
2,Khizer Hayat Khan,IND,11594,11,256699,99973,3059,40%,NA-13 Haripur,National,1997
3,M. Shehr Yar Khan Tareen,PTI,9067,9,256699,99973,3059,40%,NA-13 Haripur,National,1997
4,M. Tahir Qureshi,PPP,6162,6,256699,99973,3059,40%,NA-13 Haripur,National,1997
Winner,Sardar M. Yusuf,PML-N,46918,60,260418,76199,2164,30%,NA-14 Mansehra-I,National,1997
2,Molana Syed Ghulam Nabi Shah,JUI,21157,27,260418,76199,2164,30%,NA-14 Mansehra-I,National,1997
3,Asif Akbar Khan,IND,6154,8,260418,76199,2164,30%,NA-14 Mansehra-I,National,1997
4,Sher Baz Khan Akhundzada,IND,1127,1,260418,76199,2164,30%,NA-14 Mansehra-I,National,1997
5,Abdul Sattar Khan Swati,PTI,843,1,260418,76199,2164,30%,NA-14 Mansehra-I,National,1997
Winner,Nawabzada Salahuddin Saeed,PML-N,20438,31,240414,64562,1663,28%,NA-15 Mansehra-cum-Haripur,National,1997
2,M. Azam Khan,IND,17631,27,240414,64562,1663,28%,NA-15 Mansehra-cum-Haripur,National,1997
3,Zar Gul,IND,15817,24,240414,64562,1663,28%,NA-15 Mansehra-cum-Haripur,National,1997
4,Alhaj Syed Qasim Shah,IND,9662,15,240414,64562,1663,28%,NA-15 Mansehra-cum-Haripur,National,1997
5,Niaz Muhammad,IND,1014,2,240414,64562,1663,28%,NA-15 Mansehra-cum-Haripur,National,1997
Winner,M. Nawaz Khan,PML-N,17242,48,102241,34847,743,35%,NA-16 Batagram-cum-Mansehra,National,1997
2,Alamzeb Khan,JUI-S,12677,36,102241,34847,743,35%,NA-16 Batagram-cum-Mansehra,National,1997
3,Sardar Malik Jan Muhammad,PAP,4928,14,102241,34847,743,35%,NA-16 Batagram-cum-Mansehra,National,1997
Winner,Aurangzeb,IND,10686,44,158178,23231,1009,15%,NA-17 Kohistan,National,1997
2,Molana Abdul Baqi,PML-N,8204,34,158178,23231,1009,15%,NA-17 Kohistan,National,1997
3,Haji Misar Khan Malik,JUI,1544,6,158178,23231,1009,15%,NA-17 Kohistan,National,1997
4,M. Siraj,IND,1410,6,158178,23231,1009,15%,NA-17 Kohistan,National,1997
5,Gul Dad,PPP,803,3,158178,23231,1009,15%,NA-17 Kohistan,National,1997
6,Saif-ur-Rahman,IND,342,1,158178,23231,1009,15%,NA-17 Kohistan,National,1997
7,Haji Fazal Rehman,PPP-SB,242,1,158178,23231,1009,15%,NA-17 Kohistan,National,1997
Winner,Alhaj Sardar Umer Farooq Khan,PML-N,74486,43,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
2,Molana Fazal-ur-Rehman,JUI,53948,31,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
3,Fazal Karim Khan Kundi,IND,16720,10,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
4,Imran Khan,PTI,6001,3,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
5,Khalifa Abdul Qayoom,IND,5184,3,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
6,Musarrat Shaheen,IND,3131,2,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
7,Haji Sanaullah Khan,IND,2799,2,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
8,Aminullah Khan (R),IND,2764,2,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
9,Ghulam Abbas Shah Adv. (R),IND,1679,1,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
10,Malik Salahuddin,IND,1212,1,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
11,Nawabzada Saadat Khan,IND,1038,1,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
12,M. Tariq Arbab,IND,952,1,446445,169914,4848,39%,NA-18 Dera Ismail Khan-cum-Tank-cum-Kulachi (GE-1993 NA-18 Dera Ismail Khan-cum-Tank),National,1997
Winner,Malik Nasir Khan,PML-N,19070,29,217196,63276,1503,30%,NA-19 Bannu,National,1997
2,Molana Nasib Ali Shah,JUI,17902,28,217196,63276,1503,30%,NA-19 Bannu,National,1997
3,Malik Riaz Khan,IND,8626,13,217196,63276,1503,30%,NA-19 Bannu,National,1997
4,Pir Syed Abbas Shah,IND,8469,13,217196,63276,1503,30%,NA-19 Bannu,National,1997
5,M. Zubair Khan,PTI,5229,8,217196,63276,1503,30%,NA-19 Bannu,National,1997
6,Abdur Rab Khan,IND,1413,2,217196,63276,1503,30%,NA-19 Bannu,National,1997
7,Attaullah Jan,IND,1160,2,217196,63276,1503,30%,NA-19 Bannu,National,1997
8,Sher Ali Baz Khan,IND,637,1,217196,63276,1503,30%,NA-19 Bannu,National,1997
9,M. Ali Khan,HPG,425,1,217196,63276,1503,30%,NA-19 Bannu,National,1997
10,Noor Jehan Begum,PPP-SB,345,1,217196,63276,1503,30%,NA-19 Bannu,National,1997
Winner,Haji M. Kabir Khan Marwat,PML-N,35772,41,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
2,Anwar Saifullah Khan,PML-J,35419,40,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
3,Amir Nawaz Khan Adv.,JUI,6571,8,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
4,Gulo Khan,IND,3076,4,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
5,Salim Saifullah Khan,IND,1443,2,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
6,Molvi Ahmad Jan Ghaznawi,IND,1043,1,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
7,Asif Salim,IND,1005,1,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
8,Dil Nawaz Khan,IND,489,1,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
9,Amanullah Khan Maidadkhel,IND,476,1,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
10,Munawar Khan Adv.,IND,237,0,241264,85531,2067,36%,NA-20 Lakki Marwat-cum-Bannu,National,1997
Winner,Mian Gul Aurangzeb,PML-N,25018,39,237405,61680,2250,27%,NA-21 Swat-I,National,1997
2,Faqir M. Khan,ANP,14402,23,237405,61680,2250,27%,NA-21 Swat-I,National,1997
3,Imran Khan,PTI,10716,17,237405,61680,2250,27%,NA-21 Swat-I,National,1997
4,Javed Iqbal,PPP,7593,12,237405,61680,2250,27%,NA-21 Swat-I,National,1997
5,Molana Ubaid-ur-Rehman,JUI,2740,4,237405,61680,2250,27%,NA-21 Swat-I,National,1997
6,Abdul Wadood alias Ayeen Khan,IND,746,1,237405,61680,2250,27%,NA-21 Swat-I,National,1997
7,Wazirzada,IND,465,1,237405,61680,2250,27%,NA-21 Swat-I,National,1997
Winner,Shujaat Ali Khan,PML-N,25142,34,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
2,M. Ali Khan Adv.,ANP,11297,15,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
3,Shahzad Gujjar,IND,9729,13,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
4,Dost M. Khan,PPP,8909,12,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
5,Dr. Mehboob-ur-Rehman,IND,5908,8,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
6,Molvi Abdur Rehman,JUI,4746,6,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
7,Mian Hassan,IND,2448,3,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
8,Abdul Wadood alias Kaki Jan,PTI,1024,1,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
9,Haji M. Amin,PAP,912,1,293667,70115,3183,25%,NA-22 Swat-cum-Shangla (GE-1993 NA-22 Swat-II),National,1997
Winner,Abdul Matin Khan,ANP,22662,34,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
2,Fanoos Gujjar,PAP,15204,23,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
3,M. Sahrab Khan,PPP,13553,20,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
4,Taj M. Khan,IND,7772,12,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
5,Molana Fazl-e-Wadood,JUI,3352,5,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
6,Amir-ul-Aman,PTI,2390,4,282519,64933,1702,24%,NA-23 Buner-cum-Shangal (GE-1993 NA-23 Buner-cum-Swat),National,1997
Winner,Shahzada Mohyuddin,PML-N,24302,47,124469,50039,1656,42%,NA-24 Chitral,National,1997
2,Maj. (R) Ahmad Syed Khan,PPP,12222,24,124469,50039,1656,42%,NA-24 Chitral,National,1997
3,Allah Dad,PPP-SB,6977,13,124469,50039,1656,42%,NA-24 Chitral,National,1997
4,Molvi Abdul Hamid Khan,JUI,6538,13,124469,50039,1656,42%,NA-24 Chitral,National,1997
Winner,Inayat Khan,PML-N,23328,49,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
2,Najmuddin,PPP,16370,34,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
3,M. Ghulam Adv.,IND,4156,9,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
4,M. Anwar Khan Adv.,IND,665,1,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
5,Mir Habib Jan,IND,557,1,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
6,Iftikhar Ahmad,IND,472,1,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
7,Akhunzada Bahrawar Said (R),IND,395,1,330400,45943,2003,15%,NA-25 Upper Dir-cum-Lower Dir (GE-1993 NA-25 Dir),National,1997
Winner,Alhaj M. Khan,PML-N,33477,48,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
2,M. Humayun Khan,PPP,22413,32,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
3,Zamin Ahmad Khan,IND,4812,7,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
4,Zafar Khan,PAP,3828,5,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
5,Mian Atta-ur-Rehman,PTI,2246,3,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
6,Alamgir Khan,IND,989,1,287469,67765,2113,24%,NA-26 Malakand Protected Area-cum-Lower Dir (GE-1993 NA-26 Malakand Protected Area-cum-Dir),National,1997
Winner,Bahroz Khan,IND,8725,15,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
2,Abdul Wadood,IND,8598,15,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
3,Abdur Rehman,IND,5628,10,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
4,Ghulam M. Sadiq,IND,4702,8,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
5,Tahir Akbar,IND,3872,7,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
6,Mehruban Shah,IND,3516,6,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
7,Qadar Gul,IND,3254,6,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
8,Manzoor,IND,2660,5,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
9,Sherzada,IND,2324,4,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
10,Nisar Ahmad,IND,2132,4,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
11,M. Saeed,IND,1714,3,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
12,Nayyar Zaman,IND,1423,2,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
13,Said Qahar,IND,1325,2,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
14,M. Zahir Shah,IND,1039,2,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
15,Fazal Subhan,IND,877,2,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
16,Zahir Shah Gurbaz,IND,694,1,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
17,Gul Badshah,IND,564,1,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
18,Swat Khan,IND,441,1,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
19,Gulam Qadir,IND,371,1,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
20,Abdul Wahid,IND,286,1,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
21,Zareen Khan,IND,265,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
22,Azmat Khan,IND,240,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
23,Zahir Shah,IND,194,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
24,Hussain Shah,IND,158,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
25,Bakht Muhammad,IND,155,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
26,Rooman,IND,148,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
27,Amin-ul-Haq,IND,146,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
28,Ilyas Khan,IND,142,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
29,Attaullah,IND,136,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
30,Bakht Jamal,IND,104,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
31,Jehangir,IND,84,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
32,Haroon,IND,77,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
33,Iqbal,IND,55,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
34,Gul Muhammad,IND,54,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
35,Javed Yusuf,IND,31,0,168796,56134,936,34%,NA-27 Tribal Area-I (Mohmand Agency),National,1997
Winner,Zarin Khan Mengal,IND,36275,28,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
2,Syed Sajjad Hussain Mian,IND,22384,17,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
3,Col. (R) Syed Sajjad Hussain,IND,18759,15,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
4,Haji Kamal Hussain,IND,15835,12,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
5,Sher Muhammad,IND,6425,5,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
6,Salahuddin,IND,6362,5,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
7,Syed Altaf Hussain,IND,2953,2,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
8,Haji Muqarab Hussain,IND,2842,2,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
9,Malik Multan,IND,2311,2,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Sharif Gul,IND,6,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Malik Kh. M. Khan,IND,6,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Haji Barkat Shah,IND,5,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Nawab Ali,IND,5,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Haji Gul Muhammad,IND,4,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Eng. Rashid Ahmad Khan,IND,3,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Haji Shah Wali Khan,IND,2,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Malik Suhbat Khan,IND,2,0,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
10,Syed Yusuf Hussain,IND,2270,2,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
11,Shamal Syed Mian,IND,1255,1,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
12,Shaukat Hussain,IND,1081,1,312633,126098,1853,41%,NA-28 Tribal Area-II (Kurram Agency),National,1997
