,ANP,PPPP,MMA,IND,AHTP,PPP-SB,MQM,PML-N,PML-Q,PTI,JI,JUI,TTP,PPM,MDM,APML,QWP,PKMAP,JUP-Noorani,JPP,TIUP,AJIP,PJP,AWP,JUI-Nazryati,TM,TSH,PML-S,AMLP,HAIP,PML-H,MQMP,PSP,PML-J,JUI-S,PML-M,MQP,PTI-Inqalab,JIP,MWMP,PWP,PBP,CPM,PMP,SIC,PFP,CPP,PAI,PAmP,PST,MJMP,IRP,PFP-Falah,SPkP,PIHP,JAKUFR,ITP,IPM,PML-Z,AJPP,PNML,MNAKA,PGP,PIJP,JWP,MP,GAP,PMhL,PML-F,APYWP,TIP,IP,PMLC,JUP-Niazi,TWP,PNP,AJSP,PMWP,PNDP,PQP,KMP,IIP,QTP,APBP,SSMP,TTNP,MAPP,PKI,BNP,APP,MBMP,PHRP,SQI,BNAP,SDI,STP,SUP,NPP,PCP,QAT,RPMWP,NP,PML-Humkhiyal,HDP,BNP-A,AQM,PAQP,JQM,MJAH-S,HJQM,MJAH,PRHP,HQM,PIKP,PWL,JDP,MKPP,TInstP,TPAP,PMKP,PMA,NAP,PMLP,PGnP,PML-SB,District
0,0.18312719775347217,0.17099899799912363,0.032134435627513565,0.0,0.00018643268232852156,0.0002726236163209047,0.0006233372976726104,0.0868301607481071,0.023889829549444706,0.2410337200396145,0.06283682840608336,0.08275582994140922,0.006408813625526727,0.0,0.026099203208406422,6.199723543830132e-05,0.013294849912547582,0.00029818886028036356,0.0017985430664615638,0.0,0.0,0.0,0.0,0.0,5.4494562928835054e-05,0.0,0.0,0.0,6.512464747145278e-05,0.0,0.0,0.0,0.0,0.008739538636125085,0.004325061519760444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005210108400818735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002839119614524965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005038230232929448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peshawar
1,0.17522868093149357,0.06900604502359843,0.0,0.0,0.0,0.00027562615870407495,0.00040768555991488987,0.1422935161502389,0.0013650595152206427,0.3679241609708455,0.07214541464829825,0.07118695913988347,0.0022141690531197527,0.0004519406000014638,0.012880388631604314,0.0,0.014653139497259373,0.0,0.0003745626781497135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nowshera
2,0.18356195417418883,0.04304637114656035,0.0,0.0,0.0,0.00011223160222930285,0.0005410519158838727,0.03927844456818556,0.0011249580595419357,0.1574112044051872,0.07650273427846364,0.20819247710261665,0.004427818917313501,0.0,0.002110890919596591,0.0007435925803145266,0.2093437731049516,0.001241233894463853,0.0,0.00011682955076497958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.474895891432814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000607693065729396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018648864130193024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,charsadda
3,0.17233035868609428,0.10776221140019913,0.0,0.0,0.0,0.0,0.001069454506044124,0.12804222475189614,0.00072667394525801,0.25419683127028825,0.08731064727899475,0.15188838951949454,0.009167762832128057,0.0,0.0027980148745591574,0.0004822446725177927,0.003607618483974941,0.004509976261437228,0.002500988043646135,0.00024143836908381686,0.00022429075764320486,0.0,0.0,0.0005724295262462628,0.0004602576681398067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000173287123433751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mardan
4,0.19136541775396645,0.04216703661285131,0.0,0.0,0.0,0.0,0.0,0.1311816838778506,0.00019353258206761392,0.16462755119989436,0.04633650358463745,0.09008449565223886,0.007067039318918471,0.000364377668624996,0.0015311136309149403,0.000394089750839482,0.05223546679803012,0.0010543128682868443,0.0,0.0003646812665084144,0.0,0.2012245244521594,0.0005239134372943073,0.0009816246521111606,0.02047960927678811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swabi
5,0.033363939815720944,0.07191281045464654,0.0,0.0,0.0,0.002464050069421281,0.0008294653920672741,0.06496146006750034,0.0,0.32051408315289964,0.05971522430649891,0.20228348620463654,0.0037638369452926775,0.0,0.025359249946980987,0.0008389454902023272,0.0017292167581207918,0.002567388898178722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013814262023217247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007742103379851014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kohat
6,0.05329896456130869,0.024905893306799227,0.0,0.0,0.0,0.0,0.0008367094375930913,0.20292735368004514,0.0,0.27501074813815723,0.023845819331615406,0.10735527061725048,0.0016289543712670956,0.0,0.061030187221334666,0.0,0.0,0.0010633618530145703,0.00019421733546345896,0.0,0.0,0.0,0.0,0.0,0.0005745488434377022,0.00020674748613852081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,karak
7,0.13416409375396268,0.024127433919065296,0.0,0.0,0.0,0.0,0.0,0.10935751476295426,0.0,0.2042334473811341,0.01852270665773063,0.33286953190342367,0.0,0.0,0.0,0.0003555601807286382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hangu
8,0.0035608498182524892,0.009900891397855058,0.0,0.0,0.0,0.011788777845365698,0.002379831239477805,0.35221216408098405,0.0,0.29093455836428433,0.05094053887277321,0.014279938532374753,0.0006095433792083336,0.0,0.009832031658312293,0.0,0.006843018144762523,0.0,0.0,0.00033936506449216714,0.0,0.0,0.0,0.0,0.0,0.0,0.072582092491926,0.0008200512967386552,0.0011295486738357818,0.0017967808217311243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009089041133927299,0.0,0.0005991549848661715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abbottabad
9,0.002844765269096494,0.014423463282630162,0.0,0.0,0.0,0.0,0.0017275577316471368,0.36088782938272007,0.001090644349846528,0.29732940001483976,0.013367831283374657,0.032215955320984035,0.0005410675115768949,0.0,0.009478430416768218,0.0,0.0012181800125790328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001584206678040458,0.0,0.007299574161621395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035339995125517913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009290640007327828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,haripur
